"year","exp_unit","richness","Evar"
2006,"AUS_Hattah::A::U::2006",17,0.372351890331185
2006,"AUS_Inverleigh::A::G::2006",14,0.492879927503019
2006,"AUS_Inverleigh::A::U::2006",11,0.213600341099668
2011,"AUS_Kimberley::A::G::2011",59,0.332020177579241
2011,"AUS_Kimberley::A::U::2011",64,0.46267905681582
2006,"AUS_Kinypanial::A::G::2006",26,0.620656885546157
2006,"AUS_Kinypanial::A::U::2006",26,0.616908083449299
2015,"AUS_Mallee::A::G::2015",12,0.167970476261231
2015,"AUS_Mallee::A::U::2015",10,0.284793241883199
2006,"AUS_Murray::A::G::2006",11,0.188105922477989
2006,"AUS_Murray::A::U::2006",8,0.136938565600717
2006,"AUS_OBriens::A::G::2006",18,0.585101641366675
2006,"AUS_OBriens::A::U::2006",17,0.441395481508364
2015,"AUS_Paradise::A::G::2015",21,0.462571340380369
2015,"AUS_Paradise::A::U::2015",14,0.317364073734902
2006,"AUS_Pinegrove::A::G::2006",13,0.452052387588638
2006,"AUS_Pinegrove::A::U::2006",18,0.548302529298779
2000,"AUS_Savernake::A::G::2000",10,0.392747756035465
2000,"AUS_Savernake::A::U::2000",10,0.622068945931189
2000,"AUS_Savernake::B::G::2000",13,0.497118384067422
2000,"AUS_Savernake::B::U::2000",15,0.553817977935521
2000,"AUS_Savernake::C::G::2000",15,0.294829043983807
2000,"AUS_Savernake::C::U::2000",7,0.350238119812186
2000,"AUS_Savernake::D::G::2000",11,0.285558601369154
2000,"AUS_Savernake::D::U::2000",18,0.326681181137115
2000,"AUS_Savernake::E::G::2000",12,0.248877112706105
2000,"AUS_Savernake::E::U::2000",9,0.214418571304312
2000,"AUS_Savernake::F::G::2000",14,0.310615520069801
2000,"AUS_Savernake::F::U::2000",16,0.57841843668311
2000,"AUS_Savernake::G::G::2000",13,0.580648167888449
2000,"AUS_Savernake::G::U::2000",19,0.464855598969484
2008,"AUS_Wapweelah::A::G::2008",12,0.71653357063047
2008,"AUS_Wapweelah::A::U::2008",16,0.831053762730416
2008,"AUS_Wapweelah::B::G::2008",12,0.50486057018066
2008,"AUS_Wapweelah::B::U::2008",7,0.392970296678893
2008,"AUS_Wapweelah::C::G::2008",8,0.379702790121357
2008,"AUS_Wapweelah::C::U::2008",11,0.769098588952632
2006,"AUS_Warrambeen::A::G::2006",26,0.593524452883427
2006,"AUS_Warrambeen::A::U::2006",11,0.245567526532416
2015,"AUS_Werrai::A::G::2015",17,0.205808463395265
2015,"AUS_Werrai::A::U::2015",20,0.240496336004789
2006,"AUS_WilsonsPromontory::A::G::2006",21,0.620260685727667
2006,"AUS_WilsonsPromontory::A::U::2006",11,0.148469144683099
2008,"AUS_Yathong_large::A::G::2008",14,0.223373028927652
2008,"AUS_Yathong_large::A::U::2008",22,0.255319195770867
2008,"AUS_Yathong_large::B::G::2008",9,0.234570588222003
2008,"AUS_Yathong_large::B::U::2008",20,0.22204738940198
2008,"AUS_Yathong_large::C::G::2008",9,0.16467756969859
2008,"AUS_Yathong_large::C::U::2008",16,0.227583604835189
2008,"AUS_Yathong_small::A1::G::2008",9,0.20845101113946
2008,"AUS_Yathong_small::A1::U::2008",10,0.64685518700727
2008,"AUS_Yathong_small::A10::G::2008",15,0.277227161552528
2008,"AUS_Yathong_small::A10::U::2008",8,0.224880928854591
2008,"AUS_Yathong_small::A2::G::2008",9,0.218738830921964
2008,"AUS_Yathong_small::A2::U::2008",10,0.34256611268079
2008,"AUS_Yathong_small::A3::G::2008",7,0.150365532881117
2008,"AUS_Yathong_small::A3::U::2008",12,0.266031430031228
2008,"AUS_Yathong_small::A4::G::2008",5,0.424035222484447
2008,"AUS_Yathong_small::A4::U::2008",14,0.326586340192449
2008,"AUS_Yathong_small::A5::G::2008",10,0.132726974709851
2008,"AUS_Yathong_small::A5::U::2008",22,0.227095661533575
2008,"AUS_Yathong_small::A6::G::2008",10,0.267871502005998
2008,"AUS_Yathong_small::A6::U::2008",11,0.338763519138824
2008,"AUS_Yathong_small::A7::G::2008",10,0.273449349269529
2008,"AUS_Yathong_small::A7::U::2008",14,0.262806676403879
2008,"AUS_Yathong_small::A8::G::2008",9,0.203541656110356
2008,"AUS_Yathong_small::A8::U::2008",15,0.28831882697099
2008,"AUS_Yathong_small::A9::G::2008",8,0.322196168888649
2008,"AUS_Yathong_small::A9::U::2008",16,0.370613065572214
2008,"AUS_Yathong_small::B1::G::2008",15,0.241437124466481
2008,"AUS_Yathong_small::B1::U::2008",16,0.244840903539908
2008,"AUS_Yathong_small::B10::G::2008",18,0.239594501052204
2008,"AUS_Yathong_small::B10::U::2008",16,0.257515034952681
2008,"AUS_Yathong_small::B11::G::2008",14,0.335532062705086
2008,"AUS_Yathong_small::B11::U::2008",23,0.358290875017931
2008,"AUS_Yathong_small::B12::G::2008",10,0.240232716192556
2008,"AUS_Yathong_small::B12::U::2008",22,0.389900595023567
2008,"AUS_Yathong_small::B2::G::2008",12,0.353939730734409
2008,"AUS_Yathong_small::B2::U::2008",17,0.252738858846203
2008,"AUS_Yathong_small::B3::G::2008",14,0.377683376305543
2008,"AUS_Yathong_small::B3::U::2008",15,0.688391258899668
2008,"AUS_Yathong_small::B4::G::2008",10,0.218724468857942
2008,"AUS_Yathong_small::B4::U::2008",14,0.23119488682751
2008,"AUS_Yathong_small::B5::G::2008",13,0.263224539726895
2008,"AUS_Yathong_small::B5::U::2008",13,0.458982527958119
2008,"AUS_Yathong_small::B6::G::2008",11,0.232876258716327
2008,"AUS_Yathong_small::B6::U::2008",16,0.262049587570335
2008,"AUS_Yathong_small::B7::G::2008",14,0.331467067370984
2008,"AUS_Yathong_small::B7::U::2008",17,0.320679960137524
2008,"AUS_Yathong_small::B8::G::2008",13,0.228975991158957
2008,"AUS_Yathong_small::B8::U::2008",17,0.323633326969389
2008,"AUS_Yathong_small::B9::G::2008",18,0.254261977857202
2008,"AUS_Yathong_small::B9::U::2008",12,0.372880751115469
2013,"Buckhorn::A::G::2013",23,0.261832308789642
2013,"Buckhorn::A::U::2013",17,0.221999592650049
2009,"California_RanchoMarino::A::G::2009",23,0.19081462931507
2010,"California_RanchoMarino::A::G::2010",24,0.0704935532189658
2011,"California_RanchoMarino::A::G::2011",23,0.251861213731202
2012,"California_RanchoMarino::A::G::2012",21,0.270141785610582
2009,"California_RanchoMarino::A::U::2009",16,0.174796817058219
2010,"California_RanchoMarino::A::U::2010",18,0.338503284227991
2011,"California_RanchoMarino::A::U::2011",16,0.246498018407239
2012,"California_RanchoMarino::A::U::2012",21,0.22237107813321
2009,"California_RanchoMarino::B::G::2009",18,0.209845991482229
2010,"California_RanchoMarino::B::G::2010",22,0.136085286677007
2011,"California_RanchoMarino::B::G::2011",21,0.230283362594094
2012,"California_RanchoMarino::B::G::2012",22,0.182763129918468
2009,"California_RanchoMarino::B::U::2009",20,0.226277777302542
2010,"California_RanchoMarino::B::U::2010",29,0.130166006475589
2011,"California_RanchoMarino::B::U::2011",28,0.244416498201572
2012,"California_RanchoMarino::B::U::2012",30,0.249072787937282
2009,"California_RanchoMarino::C::G::2009",12,0.137891426787995
2010,"California_RanchoMarino::C::G::2010",19,0.0939954899297913
2011,"California_RanchoMarino::C::G::2011",13,0.100939313471335
2012,"California_RanchoMarino::C::G::2012",12,0.165666378964909
2009,"California_RanchoMarino::C::U::2009",13,0.195380891580284
2010,"California_RanchoMarino::C::U::2010",16,0.063404531710709
2011,"California_RanchoMarino::C::U::2011",10,0.13400002458181
2012,"California_RanchoMarino::C::U::2012",12,0.166930630193766
2009,"California_RanchoMarino::D::G::2009",11,0.131058149256368
2010,"California_RanchoMarino::D::G::2010",15,0.0976314200310474
2011,"California_RanchoMarino::D::G::2011",15,0.115754529162905
2012,"California_RanchoMarino::D::G::2012",15,0.188665772576453
2009,"California_RanchoMarino::D::U::2009",8,0.11669503942979
2010,"California_RanchoMarino::D::U::2010",14,0.0673331665741705
2011,"California_RanchoMarino::D::U::2011",12,0.151918290234448
2012,"California_RanchoMarino::D::U::2012",13,0.145217017988394
2009,"California_RanchoMarino::E::G::2009",17,0.209193379110525
2010,"California_RanchoMarino::E::G::2010",20,0.291574319842471
2011,"California_RanchoMarino::E::G::2011",20,0.178058133564199
2012,"California_RanchoMarino::E::G::2012",22,0.196448606159496
2009,"California_RanchoMarino::E::U::2009",17,0.223428861843574
2010,"California_RanchoMarino::E::U::2010",20,0.120647942653841
2011,"California_RanchoMarino::E::U::2011",18,0.167359295170494
2012,"California_RanchoMarino::E::U::2012",16,0.186072962737611
2008,"California_Sedgwick::A::G::2008",17,0.222848620640435
2009,"California_Sedgwick::A::G::2009",16,0.201493104569596
2010,"California_Sedgwick::A::G::2010",12,0.152549579383521
2008,"California_Sedgwick::A::U::2008",14,0.162306602144227
2009,"California_Sedgwick::A::U::2009",12,0.16072740663116
2010,"California_Sedgwick::A::U::2010",13,0.16919927083087
2008,"California_Sedgwick::B::G::2008",18,0.179188894519292
2009,"California_Sedgwick::B::G::2009",13,0.19339866640946
2008,"California_Sedgwick::B::U::2008",18,0.22206166322422
2009,"California_Sedgwick::B::U::2009",20,0.232092851062967
2008,"California_Sedgwick::C::G::2008",11,0.148833469071223
2009,"California_Sedgwick::C::G::2009",9,0.269884117306512
2008,"California_Sedgwick::C::U::2008",8,0.239302156923549
2009,"California_Sedgwick::C::U::2009",7,0.190155910968679
2008,"California_Sedgwick::D::G::2008",16,0.205114321547512
2009,"California_Sedgwick::D::G::2009",13,0.210592740225868
2008,"California_Sedgwick::D::U::2008",4,0.101678128061008
2009,"California_Sedgwick::D::U::2009",4,0.159446320343106
2008,"California_Sedgwick::E::G::2008",16,0.207472550816329
2009,"California_Sedgwick::E::G::2009",17,0.196379867258713
2008,"California_Sedgwick::E::U::2008",27,0.174822954076299
2009,"California_Sedgwick::E::U::2009",28,0.213348239901759
2008,"California_Sedgwick::F::G::2008",10,0.15787389048539
2009,"California_Sedgwick::F::G::2009",8,0.169177740227558
2008,"California_Sedgwick::F::U::2008",24,0.220996143953432
2009,"California_Sedgwick::F::U::2009",23,0.272592888207981
