"year","exp_unit","richness","Evar"
2017,"arch.us::1::6::NK::2017",7,0.403383151808178
2018,"arch.us::1::6::NK::2018",7,0.221703428209095
2019,"arch.us::1::6::NK::2019",5,0.228730360361133
2020,"arch.us::1::6::NK::2020",5,0.332141996949046
2021,"arch.us::1::6::NK::2021",4,0.381043831366024
2022,"arch.us::1::6::NK::2022",3,0.237092306771985
2015,"arch.us::1::7::Control::2015",12,0.25555420050375
2016,"arch.us::1::7::NP::2016",14,0.341902950696199
2017,"arch.us::1::7::NP::2017",10,0.367286834465083
2018,"arch.us::1::7::NP::2018",11,0.481752615605038
2019,"arch.us::1::7::NP::2019",10,0.597364373505221
2020,"arch.us::1::7::NP::2020",12,0.405605439730448
2021,"arch.us::1::7::NP::2021",10,0.317739672455749
2022,"arch.us::1::7::NP::2022",8,0.368551905216045
2015,"arch.us::1::8::Control::2015",12,0.311590277547155
2016,"arch.us::1::8::NPK::2016",14,0.31415468550835
2017,"arch.us::1::8::NPK::2017",7,0.351902330989155
2018,"arch.us::1::8::NPK::2018",7,0.349628747398748
2019,"arch.us::1::8::NPK::2019",7,0.346365340516774
2020,"arch.us::1::8::NPK::2020",9,0.354318520043804
2021,"arch.us::1::8::NPK::2021",8,0.29358845613802
2022,"arch.us::1::8::NPK::2022",7,0.299722601995381
2015,"arch.us::1::9::Control::2015",11,0.26032256555929
2016,"arch.us::1::9::Fence::2016",9,0.59280686810106
2017,"arch.us::1::9::Fence::2017",8,0.341529138456158
2018,"arch.us::1::9::Fence::2018",9,0.303913102550455
2019,"arch.us::1::9::Fence::2019",6,0.516688667906162
2020,"arch.us::1::9::Fence::2020",7,0.256856587716205
2021,"arch.us::1::9::Fence::2021",7,0.344267071997484
2022,"arch.us::1::9::Fence::2022",8,0.243184035953563
2015,"arch.us::2::11::Control::2015",14,0.349642014426983
2016,"arch.us::2::11::Control::2016",17,0.407898935865013
2017,"arch.us::2::11::Control::2017",12,0.40298549833186
2018,"arch.us::2::11::Control::2018",13,0.435439140719518
2019,"arch.us::2::11::Control::2019",15,0.526495950174084
2020,"arch.us::2::11::Control::2020",16,0.454540948790083
2021,"arch.us::2::11::Control::2021",11,0.420919049756801
2022,"arch.us::2::11::Control::2022",12,0.387122148335774
2015,"arch.us::2::12::Control::2015",11,0.295350574432437
2016,"arch.us::2::12::K::2016",8,0.370657751537838
2017,"arch.us::2::12::K::2017",9,0.256981108297665
2018,"arch.us::2::12::K::2018",12,0.310303988308544
2019,"arch.us::2::12::K::2019",9,0.404493816913743
2020,"arch.us::2::12::K::2020",8,0.287723048413616
2021,"arch.us::2::12::K::2021",11,0.316540841160118
2022,"arch.us::2::12::K::2022",9,0.347486396340522
2015,"arch.us::2::13::Control::2015",13,0.444016142247353
2016,"arch.us::2::13::P::2016",16,0.404224804073658
2017,"arch.us::2::13::P::2017",12,0.520259898383779
2018,"arch.us::2::13::P::2018",15,0.335472407144112
2019,"arch.us::2::13::P::2019",13,0.482057753877612
2020,"arch.us::2::13::P::2020",11,0.376779247149796
