"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date"
"DIGITARIA SANGUINALIS","DIGITARIA","","sanguinalis",NA,NA,"","","kew-409361",TRUE,"1.1","Accepted","Poaceae","Digitaria","","sanguinalis","","","(L.) Scop.","kew-409361","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LINUM VIRGINIANUM","LINUM","","virginianum",NA,NA,"","","tro-18700127",TRUE,"1.1","Accepted","Linaceae","Linum","","virginianum","","","L.","tro-18700127","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SCHIZACHYRIUM SP.","SCHIZACHYRIUM","","sp.",NA,NA,"","","",FALSE,"1.1","","","SCHIZACHYRIUM","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"BACCHARIS HALIMIFOLIA","BACCHARIS","","halimifolia",NA,NA,"","","gcc-136824",TRUE,"1.1","Accepted","Compositae","Baccharis","","halimifolia","","","L.","gcc-136824","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PYCREUS FILICINUS","PYCREUS","","filicinus",NA,NA,"","","kew-260302",TRUE,"1.1","Accepted","Cyperaceae","Pycreus","","filicinus","","","(Vahl) T.Koyama","kew-260302","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CIRSIUM HORRIDULUM","CIRSIUM","","horridulum",NA,NA,"","","gcc-105276",TRUE,"1.1","Accepted","Compositae","Cirsium","","horridulum","","","Michx.","gcc-105276","Accepted",FALSE,FALSE,FALSE,2024-07-10
"MONARDA PUNCTATA","MONARDA","","punctata",NA,NA,"","","kew-129232",TRUE,"1.1","Accepted","Lamiaceae","Monarda","","punctata","","","L.","kew-129232","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CENCHRUS TRIBULOIDES","CENCHRUS","","tribuloides",NA,NA,"","","kew-404027",TRUE,"1.1","Accepted","Poaceae","Cenchrus","","tribuloides","","","L.","kew-404027","Accepted",FALSE,FALSE,FALSE,2024-07-10
"OENOTHERA HUMIFUSA","OENOTHERA","","humifusa",NA,NA,"","","tro-23200571",TRUE,"1.1","Accepted","Onagraceae","Oenothera","","humifusa","","","Nutt.","tro-23200571","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CLARKIA SP.","CLARKIA","","sp.",NA,NA,"","","",FALSE,"1.1","","","CLARKIA","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"LINANTHUS CILIATUS","LINANTHUS","","ciliatus",NA,NA,"","","kew-2495069",TRUE,"1.1","Accepted","Polemoniaceae","Linanthus","","ciliatus","","","(Benth.) Greene","kew-2495069","Accepted",FALSE,FALSE,FALSE,2024-07-10
"UNKNOWN APIACEAE SP.","","","apiaceae",NA,NA,"","SP.","",FALSE,"1.1","","","UNKNOWN","","apiaceae",NA,"","","","",TRUE,FALSE,FALSE,2024-07-10
"IRIS MACROSIPHON","IRIS","","macrosiphon",NA,NA,"","","kew-322092",TRUE,"1.1","Accepted","Iridaceae","Iris","","macrosiphon","","","Torr.","kew-322092","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RANUNCULUS CALIFORNICUS","RANUNCULUS","","californicus",NA,NA,"","","kew-2524797",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","californicus","","","Benth.","kew-2524797","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TRIFOLIUM HIRTUM","TRIFOLIUM","","hirtum",NA,NA,"","","ild-8084",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","hirtum","","","All.","ild-8084","Accepted",FALSE,FALSE,FALSE,2024-07-10
"UNKNOWN EUPHORBIACEAE","","","euphorbiaceae",NA,NA,"","","",FALSE,"1.1","","","UNKNOWN","","euphorbiaceae",NA,"","","","",TRUE,FALSE,FALSE,2024-07-10
"BRODIAEA SP.","BRODIAEA","","sp.",NA,NA,"","","",FALSE,"1.1","","","BRODIAEA","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"CENTAUREA SP.","CENTAUREA","","sp.",NA,NA,"","","",FALSE,"1.1","","","CENTAUREA","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"FILAGO GALLICA","FILAGO","","gallica",NA,NA,"","","gcc-116641",TRUE,"1.1","Accepted","Compositae","Filago","","gallica","","","(L.) L.","gcc-116641","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CALOCHORTUS VENUSTUS","CALOCHORTUS","","venustus",NA,NA,"","","kew-301793",TRUE,"1.1","Accepted","Liliaceae","Calochortus","","venustus","","","Douglas ex Benth.","kew-301793","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LATHYRUS VESTITUS","LATHYRUS","","vestitus",NA,NA,"","","ild-19838",TRUE,"1.1","Accepted","Leguminosae","Lathyrus","","vestitus","","","Torr. & A.Gray","ild-19838","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TRIFOLIUM MICRODON","TRIFOLIUM","","microdon",NA,NA,"","","ild-20448",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","microdon","","","Hook. & Arn.","ild-20448","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PLAGIOBOTHRYS SP.","PLAGIOBOTHRYS","","sp.",NA,NA,"","","",FALSE,"1.1","","","PLAGIOBOTHRYS","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"NAVARRETIA SP.","NAVARRETIA","","sp.",NA,NA,"","","",FALSE,"1.1","","","NAVARRETIA","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"SIDALCEA DIPLOSCYPHA","SIDALCEA","","diploscypha",NA,NA,"","","tro-19601106",TRUE,"1.1","Accepted","Malvaceae","Sidalcea","","diploscypha","","","(Torr. & A. Gray) A. Gray","tro-19601106","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TORILIS SP.","TORILIS","","sp.",NA,NA,"","","",FALSE,"1.1","","","TORILIS","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"UNKNOWN LILIACEAE","","","liliaceae",NA,NA,"","","",FALSE,"1.1","","","UNKNOWN","","liliaceae",NA,"","","","",TRUE,FALSE,FALSE,2024-07-10
"PLAGIOBOTHRYS NOTHOFULVUS","PLAGIOBOTHRYS","","nothofulvus",NA,NA,"","","tro-4001514",TRUE,"1.1","Accepted","Boraginaceae","Plagiobothrys","","nothofulvus","","","(A. Gray) A. Gray","tro-4001514","Accepted",FALSE,FALSE,FALSE,2024-07-10
"AEGILOPS SP.","AEGILOPS","","sp.",NA,NA,"","","",FALSE,"1.1","","","AEGILOPS","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"THYSANOCARPUS CURVIPES","THYSANOCARPUS","","curvipes",NA,NA,"","","tro-4102277",TRUE,"1.1","Accepted","Brassicaceae","Thysanocarpus","","curvipes","","","Hook.","tro-4102277","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ACMISPON WRANGELIANUS","ACMISPON","","wrangelianus",NA,NA,"","","ild-41426",TRUE,"1.1","Accepted","Leguminosae","Acmispon","","wrangelianus","","","(Fisch. & C.A.Mey.) D.D.Sokolof","ild-41426","Accepted",FALSE,FALSE,FALSE,2024-07-10
"DAUCUS SP.","DAUCUS","","sp.",NA,NA,"","","",FALSE,"1.1","","","DAUCUS","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"LATHYRUS PUSILLUS","LATHYRUS","","pusillus",NA,NA,"","","ild-19830",TRUE,"1.1","Accepted","Leguminosae","Lathyrus","","pusillus","","","Elliott","ild-19830","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EUPHORBIA PEPLUS","EUPHORBIA","","peplus",NA,NA,"","","kew-81421",TRUE,"1.1","Accepted","Euphorbiaceae","Euphorbia","","peplus","","","L.","kew-81421","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PETRORHAGIA DUBIA","PETRORHAGIA","","dubia",NA,NA,"","","kew-2409373",TRUE,"1.1","Accepted","Caryophyllaceae","Petrorhagia","","dubia","","","(Raf.) G.López & Romo","kew-2409373","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LINUM SP.","LINUM","","sp.",NA,NA,"","","",FALSE,"1.1","","","LINUM","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"TRIFOLIUM BIFIDUM","TRIFOLIUM","","bifidum",NA,NA,"","","ild-20430",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","bifidum","","","A.Gray","ild-20430","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CRATAEGUS DOUGLASII","CRATAEGUS","","douglasii",NA,NA,"","","rjp-3554",TRUE,"1.1","Accepted","Rosaceae","Crataegus","","douglasii","","","Lindl.","rjp-3554","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TRIFOLIUM CILIOLATUM","TRIFOLIUM","","ciliolatum",NA,NA,"","","ild-20435",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","ciliolatum","","","Benth.","ild-20435","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EUPHORBIA SP.","EUPHORBIA","","sp.",NA,NA,"","","",FALSE,"1.1","","","EUPHORBIA","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"SANICULA BIPINNATA","SANICULA","","bipinnata",NA,NA,"","","tro-1701006",TRUE,"1.1","Accepted","Apiaceae","Sanicula","","bipinnata","","","Hook. & Arn.","tro-1701006","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TORILIS NODOSA","TORILIS","","nodosa",NA,NA,"","","kew-2438324",TRUE,"1.1","Accepted","Apiaceae","Torilis","","nodosa","","","(L.) Gaertn.","kew-2438324","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EUPHORBIA SPATHULATA","EUPHORBIA","","spathulata",NA,NA,"","","kew-82267",TRUE,"1.1","Accepted","Euphorbiaceae","Euphorbia","","spathulata","","","Lam.","kew-82267","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TRIFOLIUM WILLDENOVII","TRIFOLIUM","","willdenovii",NA,NA,"","","ild-31467",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","willdenovii","","","Spreng.","ild-31467","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ANAPHALIS SP.","ANAPHALIS","","sp.",NA,NA,"","","",FALSE,"1.1","","","ANAPHALIS","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"RIBES SP.","RIBES","","sp.",NA,NA,"","","",FALSE,"1.1","","","RIBES","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"TRIFOLIUM GRACILENTUM","TRIFOLIUM","","gracilentum",NA,NA,"","","ild-20441",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","gracilentum","","","Torr. & A.Gray","ild-20441","Accepted",FALSE,FALSE,FALSE,2024-07-10
"JUNCUS BUFONIUS","JUNCUS","","bufonius",NA,NA,"","","kew-314576",TRUE,"1.1","Accepted","Juncaceae","Juncus","","bufonius","","","L.","kew-314576","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LUZULA COMOSA","LUZULA","","comosa",NA,NA,"","","kew-316311",TRUE,"1.1","Accepted","Juncaceae","Luzula","","comosa","","","E.Mey.","kew-316311","Accepted",FALSE,FALSE,FALSE,2024-07-10
"MICROPUS CALIFORNICUS","MICROPUS","","californicus",NA,NA,"","","gcc-118510",TRUE,"1.1","Accepted","Compositae","Micropus","","californicus","","","Fisch. & C.A.Mey.","gcc-118510","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LINANTHUS PARVIFLORUS","LINANTHUS","","parviflorus",NA,NA,"","","tro-50103236",TRUE,"1.1","Accepted","Polemoniaceae","Linanthus","","parviflorus","","","(Benth.) Greene","tro-50103236","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TRITELEIA SP.","TRITELEIA","","sp.",NA,NA,"","","",FALSE,"1.1","","","TRITELEIA","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"ATHYSANUS PUSILLUS","ATHYSANUS","","pusillus",NA,NA,"","","kew-2664849",TRUE,"1.1","Accepted","Brassicaceae","Athysanus","","pusillus","","","(Hook.) Greene","kew-2664849","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LATHYRUS SP.","LATHYRUS","","sp.",NA,NA,"","","",FALSE,"1.1","","","LATHYRUS","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"AEGILOPS TRIUNCIALIS","AEGILOPS","","triuncialis",NA,NA,"","","kew-387878",TRUE,"1.1","Accepted","Poaceae","Aegilops","","triuncialis","","","L.","kew-387878","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SANICULA SP.","SANICULA","","sp.",NA,NA,"","","",FALSE,"1.1","","","SANICULA","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"TRIFOLIUM ALBOPURPUREUM","TRIFOLIUM","","albopurpureum",NA,NA,"","","ild-11136",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","albopurpureum","","","Torr. & A.Gray","ild-11136","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LOTUS PURSHIANUS","LOTUS","","purshianus",NA,NA,"","","tro-13010093",TRUE,"1.1","Accepted","Leguminosae","Lotus","","purshianus","","","(Benth.) Clem. & E.G. Clem.","tro-13010093","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CENTAUREA SOLSTITIALIS","CENTAUREA","","solstitialis",NA,NA,"","","gcc-134792",TRUE,"1.1","Accepted","Compositae","Centaurea","","solstitialis","","","L.","gcc-134792","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TRAGOPOGON SP.","TRAGOPOGON","","sp.",NA,NA,"","","",FALSE,"1.1","","","TRAGOPOGON","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"BASSIA PROSTRATA","BASSIA","","prostrata",NA,NA,"","","kew-2670844",TRUE,"1.1","Accepted","Amaranthaceae","Bassia","","prostrata","","","(L.) Beck","kew-2670844","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CAREX DURIUSCULA","CAREX","","duriuscula",NA,NA,"","","kew-226218",TRUE,"1.1","Accepted","Cyperaceae","Carex","","duriuscula","","","C.A.Mey.","kew-226218","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CONVOLVULUS AMMANNII","CONVOLVULUS","","ammannii",NA,NA,"","","tro-8502196",TRUE,"1.1","Accepted","Convolvulaceae","Convolvulus","","ammannii","","","Desr.","tro-8502196","Accepted",FALSE,FALSE,FALSE,2024-07-10
"DONTOSTEMON INTEGRIFOLIUS","DONTOSTEMON","","integrifolius",NA,NA,"","","kew-2775372",TRUE,"1.1","Accepted","Brassicaceae","Dontostemon","","integrifolius","","","(L.) Ledeb.","kew-2775372","Accepted",FALSE,FALSE,FALSE,2024-07-10
"DYSPHANIA ARISTATA","DYSPHANIA","","aristata",NA,NA,"","","kew-2780225",TRUE,"1.1","Accepted","Amaranthaceae","Dysphania","","aristata","","","(L.) Mosyakin & Clemants","kew-2780225","Accepted",FALSE,FALSE,FALSE,2024-07-10
"STIPA KRYLOVII","STIPA","","krylovii",NA,NA,"","","kew-445237",TRUE,"1.1","Accepted","Poaceae","Stipa","","krylovii","","","Roshev.","kew-445237","Accepted",FALSE,FALSE,FALSE,2024-07-10
"STIPA TIANSCHANICA","STIPA","","tianschanica",NA,NA,"","","kew-445837",TRUE,"1.1","Accepted","Poaceae","Stipa","","tianschanica","","","Roshev.","kew-445837","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CARAGANA STENOPHYLLA","CARAGANA","","stenophylla",NA,NA,"","","ild-32437",TRUE,"1.1","Accepted","Leguminosae","Caragana","","stenophylla","","","Pojark.","ild-32437","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PTILOTRICHUM CANESCENS","PTILOTRICHUM","","canescens",NA,NA,"","","kew-2413251",TRUE,"1.1","Accepted","Brassicaceae","Ptilotrichum","","canescens","","","(DC.) C.A.Mey.","kew-2413251","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SAUSSUREA SALICIFOLIA","SAUSSUREA","","salicifolia",NA,NA,"","","gcc-143595",TRUE,"1.1","Accepted","Compositae","Saussurea","","salicifolia","","","(L.) DC.","gcc-143595","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ASTRAGALUS BREVIFOLIUS","ASTRAGALUS","","brevifolius",NA,NA,"","","ild-53806",TRUE,"1.1","Accepted","Leguminosae","Astragalus","","brevifolius","","","Ledeb.","ild-53806","Accepted",FALSE,FALSE,FALSE,2024-07-10
"KALIMERIS HISPIDA","KALIMERIS","","hispida",NA,NA,"","","gcc-3931",TRUE,"1.1","Accepted","Compositae","Kalimeris","","hispida","","","(Thunb.) Nees","gcc-3931","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CYMBARIA DAURICA","CYMBARIA","","daurica",NA,NA,"","","kew-2750578",TRUE,"1.1","Accepted","Orobanchaceae","Cymbaria","","daurica","","","L.","kew-2750578","Accepted",FALSE,FALSE,FALSE,2024-07-10
"STELLARIA DICHOTOMA","STELLARIA","","dichotoma",NA,NA,"","","kew-2481825",TRUE,"1.1","Accepted","Caryophyllaceae","Stellaria","","dichotoma","","","L.","kew-2481825","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ALLIUM ANISOPODIUM","ALLIUM","","anisopodium",NA,NA,"","","kew-295019",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","anisopodium","","","Ledeb.","kew-295019","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CLEISTOGENES SQUARROSA","CLEISTOGENES","","squarrosa",NA,NA,"","","kew-405496",TRUE,"1.1","Accepted","Poaceae","Cleistogenes","","squarrosa","","","(Trin. ex Ledeb.) Keng","kew-405496","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SALSOLA LARICIFOLIA","SALSOLA","","laricifolia",NA,NA,"","","tro-7201312",TRUE,"1.1","Accepted","Amaranthaceae","Salsola","","laricifolia","","","Turcz. ex Litv.","tro-7201312","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ARTEMISIA PALUSTRIS","ARTEMISIA","","palustris",NA,NA,"","","gcc-17224",TRUE,"1.1","Accepted","Compositae","Artemisia","","palustris","","","L.","gcc-17224","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ARTEMISIA DRACUNCULUS","ARTEMISIA","","dracunculus",NA,NA,"","","gcc-35490",TRUE,"1.1","Accepted","Compositae","Artemisia","","dracunculus","","","L.","gcc-35490","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ARTEMISIA ADAMSII","ARTEMISIA","","adamsii",NA,NA,"","","gcc-25771",TRUE,"1.1","Accepted","Compositae","Artemisia","","adamsii","","","Besser","gcc-25771","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POTENTILLA ACAULIS","POTENTILLA","","acaulis",NA,NA,"","","rjp-8979",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","acaulis","","","L.","rjp-8979","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SIBBALDIA ADPRESSA","SIBBALDIA","","adpressa",NA,NA,"","","rjp-10241",TRUE,"1.1","Accepted","Rosaceae","Sibbaldia","","adpressa","","","Bunge","rjp-10241","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POTENTILLA CONFERTA","POTENTILLA","","conferta",NA,NA,"","","rjp-10025",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","conferta","","","Bunge","rjp-10025","Accepted",FALSE,FALSE,FALSE,2024-07-10
"IRIS TIGRIDIA","IRIS","","tigridia",NA,NA,"","","kew-322490",TRUE,"1.1","Accepted","Iridaceae","Iris","","tigridia","","","Bunge ex Ledeb.","kew-322490","Accepted",FALSE,FALSE,FALSE,2024-07-10
"AMBLYNOTUS RUPESTRIS","AMBLYNOTUS","","rupestris",NA,NA,"","","kew-2633333",TRUE,"1.1","Accepted","Boraginaceae","Amblynotus","","rupestris","","","(Pall.) Popov","kew-2633333","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POTENTILLA LONGIFOLIA","POTENTILLA","","longifolia",NA,NA,"","","rjp-6600",TRUE,"1.1","Accepted","Rosaceae","Potentilla","","longifolia","","","Willd. ex Schltdl.","rjp-6600","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ALYSSUM OBOVATUM","ALYSSUM","","obovatum",NA,NA,"","","kew-2632357",TRUE,"1.1","Accepted","Brassicaceae","Alyssum","","obovatum","","","(C.A.Mey.) Turcz.","kew-2632357","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ALLIUM BIDENTATUM","ALLIUM","","bidentatum",NA,NA,"","","kew-295129",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","bidentatum","","","Fisch. ex Prokh. & Ikonn.-Gal.","kew-295129","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CARAGANA PYGMAEA","CARAGANA","","pygmaea",NA,NA,"","","ild-32440",TRUE,"1.1","Accepted","Leguminosae","Caragana","","pygmaea","","","(L.) DC.","ild-32440","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ARTEMISIA SCOPARIA","ARTEMISIA","","scoparia",NA,NA,"","","gcc-142288",TRUE,"1.1","Accepted","Compositae","Artemisia","","scoparia","","","Waldst. & Kitam.","gcc-142288","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LEYMUS CHINENSIS","LEYMUS","","chinensis",NA,NA,"","","kew-422581",TRUE,"1.1","Accepted","Poaceae","Leymus","","chinensis","","","(Trin.) Tzvelev","kew-422581","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PULSATILLA TURCZANINOVII","PULSATILLA","","turczaninovii",NA,NA,"","","tro-27100131",TRUE,"1.1","Accepted","Ranunculaceae","Pulsatilla","","turczaninovii","","","Krylov & Serg.","tro-27100131","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CAREX KORSHINSKYI","CAREX","","korshinskyi",NA,NA,"","","kew-227813",TRUE,"1.1","Accepted","Cyperaceae","Carex","","korshinskyi","","","Kom.","kew-227813","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BUPLEURUM BICAULE","BUPLEURUM","","bicaule",NA,NA,"","","kew-2686446",TRUE,"1.1","Accepted","Apiaceae","Bupleurum","","bicaule","","","Helm","kew-2686446","Accepted",FALSE,FALSE,FALSE,2024-07-10
"VERONICA SPICATA","VERONICA","","spicata",NA,NA,"","","kew-2462229",TRUE,"1.1","Accepted","Plantaginaceae","Veronica","","spicata","","","L.","kew-2462229","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PULSATILLA BUNGEANA","PULSATILLA","","bungeana",NA,NA,"","","kew-2544425",TRUE,"1.1","Unresolved","Ranunculaceae","Pulsatilla","","bungeana","","","C.A.Mey. ex Ledeb.","kew-2544425","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"CARAGANA MICROPHYLLA","CARAGANA","","microphylla",NA,NA,"","","ild-41434",TRUE,"1.1","Accepted","Leguminosae","Caragana","","microphylla","","","Lam.","ild-41434","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ALYSSUM LENENSE","ALYSSUM","","lenense",NA,NA,"","","kew-2632227",TRUE,"1.1","Accepted","Brassicaceae","Alyssum","","lenense","","","Adams","kew-2632227","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SALSOLA COLLINA","SALSOLA","","collina",NA,NA,"","","kew-2481563",TRUE,"1.1","Accepted","Amaranthaceae","Salsola","","collina","","","Pall.","kew-2481563","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HESPERIS FLAVA","HESPERIS","","flava",NA,NA,"","","kew-2847449",TRUE,"1.1","Unresolved","Brassicaceae","Hesperis","","flava","","","Georgi","kew-2847449","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"ASTER HISPIDUS","ASTER","","hispidus",NA,NA,"","","gcc-130622",TRUE,"1.1","Accepted","Compositae","Aster","","hispidus","","","Thunb.","gcc-130622","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ALYSSUM LINIFOLIUM","ALYSSUM","","linifolium",NA,NA,"","","kew-2632240",TRUE,"1.1","Accepted","Brassicaceae","Alyssum","","linifolium","","","Stephan ex Willd.","kew-2632240","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ASTRACANTHA MESOLEIA","ASTRACANTHA","","mesoleia",NA,NA,"","","ild-35769",TRUE,"1.1","Accepted","Leguminosae","Astracantha","","mesoleia","","","(Boiss. & Hohen.) Podlech","ild-35769","Accepted",FALSE,FALSE,FALSE,2024-07-10
"COUSINIA NEKARMANICA","COUSINIA","","nekarmanica",NA,NA,"","","gcc-126749",TRUE,"1.1","Accepted","Compositae","Cousinia","","nekarmanica","","","Rech.f.","gcc-126749","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GALIUM HUMIFUSUM","GALIUM","","humifusum",NA,NA,"","","kew-86526",TRUE,"1.1","Accepted","Rubiaceae","Galium","","humifusum","","","M.Bieb.","kew-86526","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HENRARDIA PERSICA","HENRARDIA","","persica",NA,NA,"","","kew-418649",TRUE,"1.1","Accepted","Poaceae","Henrardia","","persica","","","(Boiss.) C.E.Hubb.","kew-418649","Accepted",FALSE,FALSE,FALSE,2024-07-10
"STIPA HOHENACKERIANA","STIPA","","hohenackeriana",NA,NA,"","","kew-445119",TRUE,"1.1","Accepted","Poaceae","Stipa","","hohenackeriana","","","Trin. & Rupr.","kew-445119","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EUPHORBIA CHEIRADENIA","EUPHORBIA","","cheiradenia",NA,NA,"","","kew-78970",TRUE,"1.1","Accepted","Euphorbiaceae","Euphorbia","","cheiradenia","","","Boiss. & Hohen.","kew-78970","Accepted",FALSE,FALSE,FALSE,2024-07-10
"VERBASCUM CHEIRANTHIFOLIUM","VERBASCUM","","cheiranthifolium",NA,NA,"","","kew-2454982",TRUE,"1.1","Unresolved","Scrophulariaceae","Verbascum","","cheiranthifolium","","","Boiss.","kew-2454982","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"LAGOCHILUS AUCHERI","LAGOCHILUS","","aucheri",NA,NA,"","","kew-107237",TRUE,"1.1","Accepted","Lamiaceae","Lagochilus","","aucheri","","","Boiss.","kew-107237","Accepted",FALSE,FALSE,FALSE,2024-07-10
"MARRUBIUM CUNEATUM","MARRUBIUM","","cuneatum",NA,NA,"","","kew-120837",TRUE,"1.1","Accepted","Lamiaceae","Marrubium","","cuneatum","","","Banks & Sol.","kew-120837","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ACANTHOLIMON ERINACEUM","ACANTHOLIMON","","erinaceum",NA,NA,"","","kew-2614699",TRUE,"1.1","Accepted","Plumbaginaceae","Acantholimon","","erinaceum","","","(Jaub. & Spach) Lincz.","kew-2614699","Accepted",FALSE,FALSE,FALSE,2024-07-10
"MINUARTIA MEYERI","MINUARTIA","","meyeri",NA,NA,"","","kew-2369732",TRUE,"1.1","Accepted","Caryophyllaceae","Minuartia","","meyeri","","","(Boiss.) Bornm.","kew-2369732","Accepted",FALSE,FALSE,FALSE,2024-07-10
"STIPA ARABICA","STIPA","","arabica",NA,NA,"","","kew-444697",TRUE,"1.1","Accepted","Poaceae","Stipa","","arabica","","","Trin. & Rupr.","kew-444697","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ASTRAGALUS EFFUSUS","ASTRAGALUS","","effusus",NA,NA,"","","ild-36411",TRUE,"1.1","Accepted","Leguminosae","Astragalus","","effusus","","","Bunge","ild-36411","Accepted",FALSE,FALSE,FALSE,2024-07-10
