"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date"
"GERANIUM HUMBOLDTII","GERANIUM","","humboldtii",NA,NA,"","","kew-2823401",TRUE,"1.1","Accepted","Geraniaceae","Geranium","","humboldtii","","","Spreng.","kew-2823401","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GERANIUM MANICULATUM","GERANIUM","","maniculatum",NA,NA,"","","kew-2823575",TRUE,"1.1","Accepted","Geraniaceae","Geranium","","maniculatum","","","H.E.Moore","kew-2823575","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HYPOCHAERIS SESSILIFLORA","HYPOCHAERIS","","sessiliflora",NA,NA,"","","gcc-107840",TRUE,"1.1","Unresolved","Compositae","Hypochaeris","","sessiliflora","","","Kunth","gcc-107840","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"LUPINUS MICROPHYLLUS","LUPINUS","","microphyllus",NA,NA,"","","ild-20836",TRUE,"1.1","Accepted","Leguminosae","Lupinus","","microphyllus","","","Desr.","ild-20836","Accepted",FALSE,FALSE,FALSE,2024-07-10
"OREOMYRRHIS ANDICOLA","OREOMYRRHIS","","andicola",NA,NA,"","","tro-1701353",TRUE,"1.1","Accepted","Apiaceae","Oreomyrrhis","","andicola","","","(Kunth) Endl. ex Hook. f.","tro-1701353","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POA CUCULLATA","POA","","cucullata",NA,NA,"","","kew-435672",TRUE,"1.1","Accepted","Poaceae","Poa","","cucullata","","","Hack.","kew-435672","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RANUNCULUS PRAEMORSUS","RANUNCULUS","","praemorsus",NA,NA,"","","kew-2527081",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","praemorsus","","","Kunth ex DC.","kew-2527081","Accepted",FALSE,FALSE,FALSE,2024-07-10
"TRISETUM SPICATUM","TRISETUM","","spicatum",NA,NA,"","","kew-448109",TRUE,"1.1","Accepted","Poaceae","Trisetum","","spicatum","","","(L.) K.Richt.","kew-448109","Accepted",FALSE,FALSE,FALSE,2024-07-10
"WERNERIA NUBIGENA","WERNERIA","","nubigena",NA,NA,"","","gcc-103518",TRUE,"1.1","Accepted","Compositae","Werneria","","nubigena","","","Kunth","gcc-103518","Accepted",FALSE,FALSE,FALSE,2024-07-10
"APHANACTIS JAMESONIANA","APHANACTIS","","jamesoniana",NA,NA,"","","gcc-123615",TRUE,"1.1","Accepted","Compositae","Aphanactis","","jamesoniana","","","Wedd.","gcc-123615","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BACCHARIS ALPINA","BACCHARIS","","alpina",NA,NA,"","","gcc-113806",TRUE,"1.1","Accepted","Compositae","Baccharis","","alpina","","","Kunth","gcc-113806","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BACCHARIS CAESPITOSA","BACCHARIS","","caespitosa",NA,NA,"","","gcc-106405",TRUE,"1.1","Accepted","Compositae","Baccharis","","caespitosa","","","(Ruiz & Pav.) Pers.","gcc-106405","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BARTSIA LATICRENATA","BARTSIA","","laticrenata",NA,NA,"","","kew-2670558",TRUE,"1.1","Accepted","Orobanchaceae","Bartsia","","laticrenata","","","Benth.","kew-2670558","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CAREX PYGMAEA","CAREX","","pygmaea",NA,NA,"","","kew-230160",TRUE,"1.1","Accepted","Cyperaceae","Carex","","pygmaea","","","Boeckeler","kew-230160","Accepted",FALSE,FALSE,FALSE,2024-07-10
"FESTUCA GLUMOSA","FESTUCA","","glumosa",NA,NA,"","","kew-415284",TRUE,"1.1","Accepted","Poaceae","Festuca","","glumosa","","","Hack. ex E.B.Alekseev","kew-415284","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GENTIANA SEDIFOLIA","GENTIANA","","sedifolia",NA,NA,"","","kew-2821495",TRUE,"1.1","Accepted","Gentianaceae","Gentiana","","sedifolia","","","Kunth","kew-2821495","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GENTIANELLA NUMMULARIFOLIA","GENTIANELLA","","nummularifolia",NA,NA,"","","kew-2822195",TRUE,"1.1","Accepted","Gentianaceae","Gentianella","","nummularifolia","","","(Griseb.) Fabris","kew-2822195","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LICHEN SP.","LICHEN","","sp.",NA,NA,"","","",FALSE,"1.1","","","LICHEN","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"NOTOTRICHE ECUADORIENSIS","NOTOTRICHE","","ecuadoriensis",NA,NA,"","","tro-19603066",TRUE,"1.1","Accepted","Malvaceae","Nototriche","","ecuadoriensis","","","Fryxell","tro-19603066","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PLANTAGO RIGIDA","PLANTAGO","","rigida",NA,NA,"","","kew-2570637",TRUE,"1.1","Accepted","Plantaginaceae","Plantago","","rigida","","","Kunth","kew-2570637","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PLANTAGO SERICEA","PLANTAGO","","sericea",NA,NA,"","","kew-2570623",TRUE,"1.1","Accepted","Plantaginaceae","Plantago","","sericea","","","Ruiz & Pav.","kew-2570623","Accepted",FALSE,FALSE,FALSE,2024-07-10
"BROMUS LANATUS","BROMUS","","lanatus",NA,NA,"","","kew-401317",TRUE,"1.1","Accepted","Poaceae","Bromus","","lanatus","","","Kunth","kew-401317","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ELAPHOGLOSSUM SP.","ELAPHOGLOSSUM","","sp.",NA,NA,"","","",FALSE,"1.1","","","ELAPHOGLOSSUM","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"ERIGERON ECUADORIENSIS","ERIGERON","","ecuadoriensis",NA,NA,"","","gcc-46001",TRUE,"1.1","Accepted","Compositae","Erigeron","","ecuadoriensis","","","Hieron.","gcc-46001","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ORITROPHIUM LIMNOPHILUM","ORITROPHIUM","","limnophilum",NA,NA,"","","gcc-100327",TRUE,"1.1","Accepted","Compositae","Oritrophium","","limnophilum","","","(Sch.Bip.) Cuatrec.","gcc-100327","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POTENTILLA DOMBEYI","POTENTILLA","","dombeyi",NA,NA,"","","rjp-28354",TRUE,"1.1","Unresolved","Rosaceae","Potentilla","","dombeyi","","","Nestl.","rjp-28354","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"BELLOA KUNTHIANA","BELLOA","","kunthiana",NA,NA,"","","gcc-118061",TRUE,"1.1","Accepted","Compositae","Belloa","","kunthiana","","","(DC.) Anderb. & S.E.Freire","gcc-118061","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LACHEMILLA HISPIDULA","LACHEMILLA","","hispidula",NA,NA,"","","rjp-24815",TRUE,"1.1","Unresolved","Rosaceae","Lachemilla","","hispidula","","","(L.M.Perry) Rothm.","rjp-24815","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"LACHEMILLA TANACETIFOLIA","LACHEMILLA","","tanacetifolia",NA,NA,"","","rjp-24859",TRUE,"1.1","Unresolved","Rosaceae","Lachemilla","","tanacetifolia","","","Rothm.","rjp-24859","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"LORICARIA THUYOIDES","LORICARIA","","thuyoides",NA,NA,"","","gcc-97828",TRUE,"1.1","Accepted","Compositae","Loricaria","","thuyoides","","","(Lam.) Sch.Bip.","gcc-97828","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CUATRECASASIELLA ISERNII","CUATRECASASIELLA","","isernii",NA,NA,"","","gcc-79221",TRUE,"1.1","Accepted","Compositae","Cuatrecasasiella","","isernii","","","(Cuatrec.) H.Rob.","gcc-79221","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GENTIANELLA RUPICOLA","GENTIANELLA","","rupicola",NA,NA,"","","kew-2822266",TRUE,"1.1","Accepted","Gentianaceae","Gentianella","","rupicola","","","(Kunth) Holub","kew-2822266","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GAULTHERIA MYRSINOIDES","GAULTHERIA","","myrsinoides",NA,NA,"","","kew-2817929",TRUE,"1.1","Accepted","Ericaceae","Gaultheria","","myrsinoides","","","Kunth","kew-2817929","Accepted",FALSE,FALSE,FALSE,2024-07-10
"VIOLA BANGII","VIOLA","","bangii",NA,NA,"","","tro-33801117",TRUE,"1.1","Accepted","Violaceae","Viola","","bangii","","","Rusby","tro-33801117","Accepted",FALSE,FALSE,FALSE,2024-07-10
"OURISIA MUSCOSA","OURISIA","","muscosa",NA,NA,"","","tro-29200837",TRUE,"1.1","Accepted","Plantaginaceae","Ourisia","","muscosa","","","Benth.","tro-29200837","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CASTILLEJA FISSIFOLIA","CASTILLEJA","","fissifolia",NA,NA,"","","kew-2705000",TRUE,"1.1","Accepted","Orobanchaceae","Castilleja","","fissifolia","","","L.f.","kew-2705000","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HUPERZIA CRASSA","HUPERZIA","","crassa",NA,NA,"","","tro-26608478",TRUE,"1.1","Accepted","Lycopodiaceae","Huperzia","","crassa","","","(Humb. & Bonpl. ex Willd.) Rothm.","tro-26608478","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PAEPALANTHUS LODICULOIDES","PAEPALANTHUS","","lodiculoides",NA,NA,"","","kew-256873",TRUE,"1.1","Accepted","Eriocaulaceae","Paepalanthus","","lodiculoides","","","Moldenke","kew-256873","Accepted",FALSE,FALSE,FALSE,2024-07-10
"WERNERIA PUMILA","WERNERIA","","pumila",NA,NA,"","","gcc-109198",TRUE,"1.1","Accepted","Compositae","Werneria","","pumila","","","Kunth","gcc-109198","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ARCYTOPHYLLUM FILIFORME","ARCYTOPHYLLUM","","filiforme",NA,NA,"","","kew-14441",TRUE,"1.1","Accepted","Rubiaceae","Arcytophyllum","","filiforme","","","(Ruiz & Pav.) Standl.","kew-14441","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PHYLLACTIS RIGIDA","PHYLLACTIS","","rigida",NA,NA,"","","tro-33500046",TRUE,"1.1","Accepted","Caprifoliaceae","Phyllactis","","rigida","","","(Ruiz & Pav.) Pers.","tro-33500046","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LACHEMILLA VULCANICA","LACHEMILLA","","vulcanica",NA,NA,"","","rjp-17716",TRUE,"1.1","Unresolved","Rosaceae","Lachemilla","","vulcanica","","","(Cham. & Schltdl.) Rydb.","rjp-17716","Unresolved",FALSE,FALSE,FALSE,2024-07-10
"LUZULA RACEMOSA","LUZULA","","racemosa",NA,NA,"","","kew-316652",TRUE,"1.1","Accepted","Juncaceae","Luzula","","racemosa","","","Desv.","kew-316652","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SILENE THYSANODES","SILENE","","thysanodes",NA,NA,"","","tro-6300780",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","thysanodes","","","Fenzl","tro-6300780","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CHUQUIRAGA JUSSIEUI","CHUQUIRAGA","","jussieui",NA,NA,"","","gcc-117226",TRUE,"1.1","Accepted","Compositae","Chuquiraga","","jussieui","","","J.F.Gmel.","gcc-117226","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LASIOCEPHALUS OVATUS","LASIOCEPHALUS","","ovatus",NA,NA,"","","gcc-117413",TRUE,"1.1","Accepted","Compositae","Lasiocephalus","","ovatus","","","Schltdl.","gcc-117413","Accepted",FALSE,FALSE,FALSE,2024-07-10
"XENOPHYLLUM HUMILE","XENOPHYLLUM","","humile",NA,NA,"","","gcc-15672",TRUE,"1.1","Accepted","Compositae","Xenophyllum","","humile","","","(Kunth) V.A.Funk","gcc-15672","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ERYNGIUM HUMILE","ERYNGIUM","","humile",NA,NA,"","","kew-2799339",TRUE,"1.1","Accepted","Apiaceae","Eryngium","","humile","","","Cav.","kew-2799339","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CORTADERIA SERICANTHA","CORTADERIA","","sericantha",NA,NA,"","","kew-405806",TRUE,"1.1","Accepted","Poaceae","Cortaderia","","sericantha","","","(Steud.) Hitchc.","kew-405806","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ARETIASTRUM ARETIOIDES","ARETIASTRUM","","aretioides",NA,NA,"","","kew-2650448",TRUE,"1.1","Accepted","Caprifoliaceae","Aretiastrum","","aretioides","","","(Kunth) Graebn.","kew-2650448","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CASTILLEJA NUBIGENA","CASTILLEJA","","nubigena",NA,NA,"","","kew-2705180",TRUE,"1.1","Accepted","Orobanchaceae","Castilleja","","nubigena","","","Kunth","kew-2705180","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CERASTIUM FLOCCOSUM","CERASTIUM","","floccosum",NA,NA,"","","kew-2710318",TRUE,"1.1","Accepted","Caryophyllaceae","Cerastium","","floccosum","","","Benth.","kew-2710318","Accepted",FALSE,FALSE,FALSE,2024-07-10
"DRABA OBOVATA","DRABA","","obovata",NA,NA,"","","kew-2777096",TRUE,"1.1","Accepted","Brassicaceae","Draba","","obovata","","","Benth.","kew-2777096","Accepted",FALSE,FALSE,FALSE,2024-07-10
"THELYPTERIS CAUCAENSIS","THELYPTERIS","","caucaensis",NA,NA,"","","tro-26608222",TRUE,"1.1","Accepted","Thelypteridaceae","Thelypteris","","caucaensis","","","(Hieron.) Alston","tro-26608222","Accepted",FALSE,FALSE,FALSE,2024-07-10
"VALERIANA ALYPIFOLIA","VALERIANA","","alypifolia",NA,NA,"","","tro-33500159",TRUE,"1.1","Accepted","Caprifoliaceae","Valeriana","","alypifolia","","","Kunth","tro-33500159","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EPHEDRA RUPESTRIS","EPHEDRA","","rupestris",NA,NA,"","","kew-333032",TRUE,"1.1","Accepted","Ephedraceae","Ephedra","","rupestris","","","Benth.","kew-333032","Accepted",FALSE,FALSE,FALSE,2024-07-10
"NOTOTRICHE PHYLLANTHOS","NOTOTRICHE","","phyllanthos",NA,NA,"","","tro-50260807",TRUE,"1.1","Accepted","Malvaceae","Nototriche","","phyllanthos","","","(Cav.) A.W. Hill","tro-50260807","Accepted",FALSE,FALSE,FALSE,2024-07-10
"MYROSMODES SP.","MYROSMODES","","sp.",NA,NA,"","","",FALSE,"1.1","","","MYROSMODES","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"SENECIO NIVALIS","SENECIO","","nivalis",NA,NA,"","","gcc-144080",TRUE,"1.1","Accepted","Compositae","Senecio","","nivalis","","","(Kunth) Cuatrec.","gcc-144080","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ANDROPOGON VIRGINICUS var. GLAUCUS","ANDROPOGON","","virginicus",NA,"var.","","GLAUCUS","kew-393606",TRUE,"1.1","Accepted","Poaceae","Andropogon","","virginicus","","","L.","kew-393606","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ARISTIDA SPICIFORMIS","ARISTIDA","","spiciformis",NA,NA,"","","kew-395188",TRUE,"1.1","Accepted","Poaceae","Aristida","","spiciformis","","","Elliott","kew-395188","Accepted",FALSE,FALSE,FALSE,2024-07-10
"AXONOPUS FURCATUS","AXONOPUS","","furcatus",NA,NA,"","","kew-398437",TRUE,"1.1","Accepted","Poaceae","Axonopus","","furcatus","","","(Flüggé) Hitchc.","kew-398437","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ELEOCHARIS BALDWINII","ELEOCHARIS","","baldwinii",NA,NA,"","","kew-242335",TRUE,"1.1","Accepted","Cyperaceae","Eleocharis","","baldwinii","","","(Torr.) Chapm.","kew-242335","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ERAGROSTIS ELLIOTTII","ERAGROSTIS","","elliottii",NA,NA,"","","kew-412516",TRUE,"1.1","Accepted","Poaceae","Eragrostis","","elliottii","","","S.Watson","kew-412516","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HYPERICUM EDISONIANUM","HYPERICUM","","edisonianum",NA,NA,"","","tro-7801133",TRUE,"1.1","Accepted","Hypericaceae","Hypericum","","edisonianum","","","(Small) W.P. Adams & N. Robson","tro-7801133","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PANICUM SP.","PANICUM","","sp.",NA,NA,"","","",FALSE,"1.1","","","PANICUM","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"PTEROCAULON PYCNOSTACHYUM","PTEROCAULON","","pycnostachyum",NA,NA,"","","gcc-23334",TRUE,"1.1","Accepted","Compositae","Pterocaulon","","pycnostachyum","","","(Michx.) Elliott","gcc-23334","Accepted",FALSE,FALSE,FALSE,2024-07-10
"QUERCUS MINIMA","QUERCUS","","minima",NA,NA,"","","kew-173948",TRUE,"1.1","Accepted","Fagaceae","Quercus","","minima","","","(Sarg.) Small","kew-173948","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SCHIZACHYRIUM RHIZOMATUM","SCHIZACHYRIUM","","rhizomatum",NA,NA,"","","kew-441378",TRUE,"1.1","Accepted","Poaceae","Schizachyrium","","rhizomatum","","","(Swallen) Gould","kew-441378","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SCLERIA SP.","SCLERIA","","sp.",NA,NA,"","","",FALSE,"1.1","","","SCLERIA","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"UNKNOWN CYPERACEAE SP.","","","cyperaceae",NA,NA,"","SP.","",FALSE,"1.1","","","UNKNOWN","","cyperaceae",NA,"","","","",TRUE,FALSE,FALSE,2024-07-10
"CARPHEPHORUS SP.","CARPHEPHORUS","","sp.",NA,NA,"","","",FALSE,"1.1","","","CARPHEPHORUS","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"XYRIS SP.","XYRIS","","sp.",NA,NA,"","","",FALSE,"1.1","","","XYRIS","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"ANDROPOGON VIRGINICUS","ANDROPOGON","","virginicus",NA,NA,"","","kew-393606",TRUE,"1.1","Accepted","Poaceae","Andropogon","","virginicus","","","L.","kew-393606","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EUPATORIUM MOHRII","EUPATORIUM","","mohrii",NA,NA,"","","gcc-155415",TRUE,"1.1","Accepted","Compositae","Eupatorium","","mohrii","","","Greene","gcc-155415","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GAYLUSSACIA DUMOSA","GAYLUSSACIA","","dumosa",NA,NA,"","","kew-2818372",TRUE,"1.1","Accepted","Ericaceae","Gaylussacia","","dumosa","","","(Andrews) Torr. & A.Gray","kew-2818372","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LYONIA LUCIDA","LYONIA","","lucida",NA,NA,"","","tro-12300692",TRUE,"1.1","Accepted","Ericaceae","Lyonia","","lucida","","","(Lam.) K. Koch","tro-12300692","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RHEXIA MARIANA","RHEXIA","","mariana",NA,NA,"","","tro-20302113",TRUE,"1.1","Accepted","Melastomataceae","Rhexia","","mariana","","","L.","tro-20302113","Accepted",FALSE,FALSE,FALSE,2024-07-10
"AMPHICARPUM MUHLENBERGIANUM","AMPHICARPUM","","muhlenbergianum",NA,NA,"","","kew-391686",TRUE,"1.1","Accepted","Poaceae","Amphicarpum","","muhlenbergianum","","","(Schult.) Hitchc.","kew-391686","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SMILAX SP.","SMILAX","","sp.",NA,NA,"","","",FALSE,"1.1","","","SMILAX","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"ASIMINA RETICULATA","ASIMINA","","reticulata",NA,NA,"","","kew-2655428",TRUE,"1.1","Accepted","Annonaceae","Asimina","","reticulata","","","Shuttlew. ex Chapm.","kew-2655428","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CYPERUS RETRORSUS","CYPERUS","","retrorsus",NA,NA,"","","kew-238286",TRUE,"1.1","Accepted","Cyperaceae","Cyperus","","retrorsus","","","Chapm.","kew-238286","Accepted",FALSE,FALSE,FALSE,2024-07-10
"EUTHAMIA GRAMINIFOLIA","EUTHAMIA","","graminifolia",NA,NA,"","","gcc-118014",TRUE,"1.1","Accepted","Compositae","Euthamia","","graminifolia","","","(L.) Nutt.","gcc-118014","Accepted",FALSE,FALSE,FALSE,2024-07-10
"OLDENLANDIA UNIFLORA","OLDENLANDIA","","uniflora",NA,NA,"","","kew-138852",TRUE,"1.1","Accepted","Rubiaceae","Oldenlandia","","uniflora","","","L.","kew-138852","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PITYOPSIS GRAMINIFOLIA","PITYOPSIS","","graminifolia",NA,NA,"","","gcc-122128",TRUE,"1.1","Accepted","Compositae","Pityopsis","","graminifolia","","","(Michx.) Nutt.","gcc-122128","Accepted",FALSE,FALSE,FALSE,2024-07-10
"VACCINIUM MYRSINITES","VACCINIUM","","myrsinites",NA,NA,"","","tro-12300673",TRUE,"1.1","Accepted","Ericaceae","Vaccinium","","myrsinites","","","Lam.","tro-12300673","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ASCLEPIAS PEDICELLATA","ASCLEPIAS","","pedicellata",NA,NA,"","","kew-2655059",TRUE,"1.1","Accepted","Apocynaceae","Asclepias","","pedicellata","","","Walter","kew-2655059","Accepted",FALSE,FALSE,FALSE,2024-07-10
"HYPERICUM REDUCTUM","HYPERICUM","","reductum",NA,NA,"","","tro-7800715",TRUE,"1.1","Accepted","Hypericaceae","Hypericum","","reductum","","","W.P. Adams","tro-7800715","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PASPALUM NOTATUM","PASPALUM","","notatum",NA,NA,"","","kew-431974",TRUE,"1.1","Accepted","Poaceae","Paspalum","","notatum","","","Flüggé","kew-431974","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LECHEA TORREYI","LECHEA","","torreyi",NA,NA,"","","tro-7600087",TRUE,"1.1","Accepted","Cistaceae","Lechea","","torreyi","","","Legg. ex Britton","tro-7600087","Accepted",FALSE,FALSE,FALSE,2024-07-10
"ANDROPOGON VIRGINICUS var. VIRGINICUS","ANDROPOGON","","virginicus",NA,"var.","","VIRGINICUS","kew-393606",TRUE,"1.1","Accepted","Poaceae","Andropogon","","virginicus","","","L.","kew-393606","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LIATRIS GRACILIS","LIATRIS","","gracilis",NA,NA,"","","gcc-31713",TRUE,"1.1","Accepted","Compositae","Liatris","","gracilis","","","Pursh","gcc-31713","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POLYGALA SETACEA","POLYGALA","","setacea",NA,NA,"","","tro-25900467",TRUE,"1.1","Accepted","Polygalaceae","Polygala","","setacea","","","Michx.","tro-25900467","Accepted",FALSE,FALSE,FALSE,2024-07-10
"PANICUM AGROSTOIDES","PANICUM","","agrostoides",NA,NA,"","","kew-427151",TRUE,"1.1","Accepted","Poaceae","Panicum","","agrostoides","","","Spreng.","kew-427151","Accepted",FALSE,FALSE,FALSE,2024-07-10
"UNKNOWN GRASS SP.","","","grass",NA,NA,"","SP.","",FALSE,"1.1","","","UNKNOWN","","grass",NA,"","","","",TRUE,FALSE,FALSE,2024-07-10
"ANDROPOGON SP.","ANDROPOGON","","sp.",NA,NA,"","","",FALSE,"1.1","","","ANDROPOGON","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"FUIRENA SCIRPOIDEA","FUIRENA","","scirpoidea",NA,NA,"","","kew-246398",TRUE,"1.1","Accepted","Cyperaceae","Fuirena","","scirpoidea","","","Michx.","kew-246398","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LACHNOCAULON ANCEPS","LACHNOCAULON","","anceps",NA,NA,"","","kew-251510",TRUE,"1.1","Accepted","Eriocaulaceae","Lachnocaulon","","anceps","","","(Walter) Morong","kew-251510","Accepted",FALSE,FALSE,FALSE,2024-07-10
"LUDWIGIA SUFFRUTICOSA","LUDWIGIA","","suffruticosa",NA,NA,"","","tro-23200207",TRUE,"1.1","Accepted","Onagraceae","Ludwigia","","suffruticosa","","","Walter","tro-23200207","Accepted",FALSE,FALSE,FALSE,2024-07-10
"POLYGALA RUGELII","POLYGALA","","rugelii",NA,NA,"","","tro-25900461",TRUE,"1.1","Accepted","Polygalaceae","Polygala","","rugelii","","","Shuttlew. ex A. Gray","tro-25900461","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SCLERIA PAUCIFLORA","SCLERIA","","pauciflora",NA,NA,"","","kew-265592",TRUE,"1.1","Accepted","Cyperaceae","Scleria","","pauciflora","","","Muhl. ex Willd.","kew-265592","Accepted",FALSE,FALSE,FALSE,2024-07-10
"CYPERUS SP.","CYPERUS","","sp.",NA,NA,"","","",FALSE,"1.1","","","CYPERUS","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"EUPATORIUM CAPILLIFOLIUM","EUPATORIUM","","capillifolium",NA,NA,"","","gcc-77803",TRUE,"1.1","Accepted","Compositae","Eupatorium","","capillifolium","","","(Lam.) Small ex Porter & Britton","gcc-77803","Accepted",FALSE,FALSE,FALSE,2024-07-10
"GYMNOPOGON CHAPMANIANUS","GYMNOPOGON","","chapmanianus",NA,NA,"","","kew-418153",TRUE,"1.1","Accepted","Poaceae","Gymnopogon","","chapmanianus","","","Hitchc.","kew-418153","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RHYNCHOSPORA FASCICULARIS","RHYNCHOSPORA","","fascicularis",NA,NA,"","","kew-261774",TRUE,"1.1","Accepted","Cyperaceae","Rhynchospora","","fascicularis","","","(Michx.) Vahl","kew-261774","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RHYNCHOSPORA SP.","RHYNCHOSPORA","","sp.",NA,NA,"","","",FALSE,"1.1","","","RHYNCHOSPORA","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2024-07-10
"SCLERIA RETICULARIS","SCLERIA","","reticularis",NA,NA,"","","kew-265660",TRUE,"1.1","Accepted","Cyperaceae","Scleria","","reticularis","","","Michx.","kew-265660","Accepted",FALSE,FALSE,FALSE,2024-07-10
"SABATIA BREVIFOLIA","SABATIA","","brevifolia",NA,NA,"","","tro-13800575",TRUE,"1.1","Accepted","Gentianaceae","Sabatia","","brevifolia","","","Raf.","tro-13800575","Accepted",FALSE,FALSE,FALSE,2024-07-10
"RHYNCHOSPORA FILIFOLIA","RHYNCHOSPORA","","filifolia",NA,NA,"","","kew-261785",TRUE,"1.1","Accepted","Cyperaceae","Rhynchospora","","filifolia","","","A.Gray","kew-261785","Accepted",FALSE,FALSE,FALSE,2024-07-10
